Period;Date;stage;GSPC;SHY;IEF;TLT;GLD;DBC;IGLB
2;3/01/1980;red;-0.005105909;;;;;;
2;4/01/1980;red;0.012355022;;;;;;
2;7/01/1980;red;0.002722503;;;;;;
2;8/01/1980;red;0.020035571;;;;;;
2;9/01/1980;red;0.000917909;;;;;;
2;10/01/1980;red;0.007702854;;;;;;
2;11/01/1980;red;0.000272989;;;;;;
2;14/01/1980;red;0.004184854;;;;;;
2;15/01/1980;red;0.006885325;;;;;;
2;16/01/1980;red;-0.000809756;;;;;;
2;17/01/1980;red;-0.003151789;;;;;;
2;18/01/1980;red;0.003342392;;;;;;
2;21/01/1980;red;0.00927342;;;;;;
2;22/01/1980;red;-0.005263126;;;;;;
2;23/01/1980;red;0.017307867;;;;;;
2;24/01/1980;red;0.002291912;;;;;;
2;25/01/1980;red;-0.000791524;;;;;;
2;28/01/1980;red;0.010914514;;;;;;
2;29/01/1980;red;-0.006791457;;;;;;
2;30/01/1980;red;0.009906173;;;;;;
2;31/01/1980;red;-0.009027719;;;;;;
2;1/02/1980;red;0.008409241;;;;;;
2;4/02/1980;red;-0.006514941;;;;;;
2;5/02/1980;red;0.002535639;;;;;;
2;6/02/1980;red;0.009244701;;;;;;
2;7/02/1980;red;0.004839246;;;;;;
2;8/02/1980;red;0.014361869;;;;;;
2;11/02/1980;red;-0.007036831;;;;;;
2;12/02/1980;red;0.006659826;;;;;;
2;13/02/1980;red;0.00458016;;;;;;
2;14/02/1980;red;-0.014522131;;;;;;
2;15/02/1980;red;-0.011223419;;;;;;
2;19/02/1980;red;-0.007018501;;;;;;
2;20/02/1980;red;0.01631765;;;;;;
2;21/02/1980;red;-0.010217244;;;;;;
2;22/02/1980;red;-0.002081869;;;;;;
2;25/02/1980;red;-0.014864387;;;;;;
2;26/02/1980;red;0.005735477;;;;;;
2;27/02/1980;red;-0.014037604;;;;;;
2;28/02/1980;red;-0.000266941;;;;;;
2;29/02/1980;red;0.011660038;;;;;;
2;3/03/1980;red;-0.010205909;;;;;;
2;4/03/1980;red;0.002488878;;;;;;
2;5/03/1980;red;-0.014630267;;;;;;
2;6/03/1980;red;-0.022316169;;;;;;
2;7/03/1980;red;-0.016106765;;;;;;
2;10/03/1980;red;-0.003648264;;;;;;
2;11/03/1980;red;0.011923732;;;;;;
2;12/03/1980;red;-0.008443089;;;;;;
2;13/03/1980;red;-0.011696453;;;;;;
2;14/03/1980;red;-0.001798924;;;;;;
