date,Close
03/01/2007 10:00,57.54609081
03/01/2007 11:00,57.4278978
03/01/2007 12:00,57.36532503
03/01/2007 13:00,57.39313515
03/01/2007 14:00,57.38618262
03/01/2007 15:00,57.44875539
03/01/2007 16:00,57.46266045
04/01/2007 10:00,57.51828069
04/01/2007 11:00,57.58085346
04/01/2007 12:00,57.67123635
04/01/2007 13:00,57.65733129
04/01/2007 14:00,57.66428382
04/01/2007 15:00,57.6364737
04/01/2007 16:00,57.68514141
05/01/2007 10:00,57.45570792
05/01/2007 11:00,57.44180286
05/01/2007 12:00,57.45570792
05/01/2007 13:00,57.46266045
05/01/2007 14:00,57.51132816
05/01/2007 15:00,57.53913828
05/01/2007 16:00,57.52523322
08/01/2007 10:00,57.50437563
08/01/2007 11:00,57.4974231
08/01/2007 12:00,57.4974231
08/01/2007 13:00,57.49047057
08/01/2007 14:00,57.51828069
08/01/2007 15:00,57.51132816
08/01/2007 16:00,57.54609081
09/01/2007 10:00,57.55304334
09/01/2007 11:00,57.52523322
09/01/2007 12:00,57.53913828
09/01/2007 13:00,57.53913828
09/01/2007 14:00,57.55304334
09/01/2007 15:00,57.55999587
09/01/2007 16:00,57.53218575
10/01/2007 10:00,57.45570792
10/01/2007 11:00,57.44180286
10/01/2007 12:00,57.46961298
10/01/2007 13:00,57.44875539
10/01/2007 14:00,57.47656551
10/01/2007 15:00,57.46961298
10/01/2007 16:00,57.46266045
11/01/2007 10:00,57.37923009
11/01/2007 11:00,57.3583725
11/01/2007 12:00,57.34446744
11/01/2007 13:00,57.36532503
11/01/2007 14:00,57.22627443
11/01/2007 15:00,57.25408455
11/01/2007 16:00,57.25408455
12/01/2007 10:00,57.19846431
12/01/2007 11:00,57.17065419
12/01/2007 12:00,57.13589154
12/01/2007 13:00,57.15674913
12/01/2007 14:00,57.17065419
12/01/2007 15:00,57.12198648
12/01/2007 16:00,57.16370166
16/01/2007 10:00,57.22627443
16/01/2007 11:00,57.2193219
16/01/2007 12:00,57.22627443
16/01/2007 13:00,57.20541684
16/01/2007 14:00,57.24017949
16/01/2007 15:00,57.24713202
16/01/2007 16:00,57.25408455
17/01/2007 10:00,57.2193219
17/01/2007 11:00,57.22627443
17/01/2007 12:00,57.2193219
17/01/2007 13:00,57.19846431
17/01/2007 14:00,57.16370166
17/01/2007 15:00,57.14284407
17/01/2007 16:00,57.15674913
18/01/2007 10:00,57.10112889
18/01/2007 11:00,57.1497966
18/01/2007 12:00,57.0802713
18/01/2007 13:00,57.1497966
18/01/2007 14:00,57.2193219
18/01/2007 15:00,57.23322696
18/01/2007 16:00,57.24017949
19/01/2007 10:00,57.16370166
19/01/2007 11:00,57.17065419
19/01/2007 12:00,57.17065419
19/01/2007 13:00,57.19151178
19/01/2007 14:00,57.18455925
19/01/2007 15:00,57.19151178
19/01/2007 16:00,57.13589154
22/01/2007 10:00,57.19846431
22/01/2007 11:00,57.24713202
22/01/2007 12:00,57.22627443
22/01/2007 13:00,57.24017949
22/01/2007 14:00,57.22627443
22/01/2007 15:00,57.24017949
22/01/2007 16:00,57.24713202
23/01/2007 10:00,57.17760672
23/01/2007 11:00,57.17760672
23/01/2007 12:00,57.14284407
23/01/2007 13:00,57.13589154
23/01/2007 14:00,57.10808142
23/01/2007 15:00,57.11503395
23/01/2007 16:00,57.08722383
24/01/2007 10:00,57.10112889
24/01/2007 11:00,57.0802713
24/01/2007 12:00,57.09417636
24/01/2007 13:00,57.08722383
24/01/2007 14:00,57.09417636
24/01/2007 15:00,57.08722383
24/01/2007 16:00,57.06636624
25/01/2007 10:00,57.02465106
25/01/2007 11:00,56.98988841
25/01/2007 12:00,56.92731564
25/01/2007 13:00,56.90645805
25/01/2007 14:00,56.84388528
25/01/2007 15:00,56.89255299
25/01/2007 16:00,56.8716954
26/01/2007 10:00,56.81607516
26/01/2007 11:00,56.88560046
26/01/2007 12:00,56.89255299
26/01/2007 13:00,56.89255299
26/01/2007 14:00,56.85083781
26/01/2007 15:00,56.85779034
26/01/2007 16:00,56.84388528
29/01/2007 10:00,56.89950552
29/01/2007 11:00,56.86474287
29/01/2007 12:00,56.87864793
29/01/2007 13:00,56.81607516
29/01/2007 14:00,56.79521757
29/01/2007 15:00,56.79521757
29/01/2007 16:00,56.82302769
30/01/2007 10:00,56.86474287
30/01/2007 11:00,56.8716954
30/01/2007 12:00,56.87864793
30/01/2007 13:00,56.87864793
30/01/2007 14:00,56.85779034
30/01/2007 15:00,56.85779034
30/01/2007 16:00,56.85779034
31/01/2007 10:00,56.88560046
31/01/2007 11:00,56.97598335
31/01/2007 12:00,56.95512576
31/01/2007 13:00,56.95512576
31/01/2007 14:00,56.96207829
31/01/2007 15:00,57.04550865
31/01/2007 16:00,57.10808142
01/02/2007 10:00,57.22050944
01/02/2007 11:00,57.11582501
01/02/2007 12:00,57.04603539
01/02/2007 13:00,57.05301435
01/02/2007 14:00,57.03207746
01/02/2007 15:00,57.04603539
01/02/2007 16:00,57.04603539
02/02/2007 10:00,57.06697227
02/02/2007 11:00,57.14374086
02/02/2007 12:00,57.10186708
02/02/2007 13:00,57.0809302
02/02/2007 14:00,57.0809302
02/02/2007 15:00,57.08790916
02/02/2007 16:00,57.09488812
05/02/2007 10:00,57.15769878
05/02/2007 11:00,57.17863567
05/02/2007 12:00,57.15769878
05/02/2007 13:00,57.15769878
05/02/2007 14:00,57.13676189
05/02/2007 15:00,57.16467774
05/02/2007 16:00,57.16467774
06/02/2007 10:00,57.12978293
06/02/2007 11:00,57.16467774
06/02/2007 12:00,57.2274884
06/02/2007 13:00,57.24842529
06/02/2007 14:00,57.2833201
06/02/2007 15:00,57.31821491
06/02/2007 16:00,57.31123594
07/02/2007 10:00,57.3740466
07/02/2007 11:00,57.40196245
07/02/2007 12:00,57.45081518
07/02/2007 13:00,57.41592037
07/02/2007 14:00,57.43685726
07/02/2007 15:00,57.43685726
07/02/2007 16:00,57.42289934
08/02/2007 10:00,57.40196245
08/02/2007 11:00,57.41592037
08/02/2007 12:00,57.44383622
08/02/2007 13:00,57.44383622
08/02/2007 14:00,57.45081518
08/02/2007 15:00,57.46477311
08/02/2007 16:00,57.45779415
09/02/2007 10:00,57.35310972
09/02/2007 11:00,57.29029906
09/02/2007 12:00,57.29029906
09/02/2007 13:00,57.24842529
09/02/2007 14:00,57.25540425
09/02/2007 15:00,57.26936217
09/02/2007 16:00,57.2833201
12/02/2007 10:00,57.26238321
12/02/2007 11:00,57.24144632
12/02/2007 12:00,57.2274884
12/02/2007 13:00,57.24144632
12/02/2007 14:00,57.19259359
12/02/2007 15:00,57.22050944
12/02/2007 16:00,57.21353048
13/02/2007 10:00,57.22050944
13/02/2007 11:00,57.18561463
13/02/2007 12:00,57.14374086
13/02/2007 13:00,57.16467774
13/02/2007 14:00,57.14374086
13/02/2007 15:00,57.16467774
13/02/2007 16:00,57.15071982
14/02/2007 10:00,57.31123594
14/02/2007 11:00,57.41592037
14/02/2007 12:00,57.44383622
14/02/2007 13:00,57.4298783
14/02/2007 14:00,57.47873103
14/02/2007 15:00,57.48570999
14/02/2007 16:00,57.47873103
15/02/2007 10:00,57.64622612
15/02/2007 11:00,57.61133131
15/02/2007 12:00,57.61133131
15/02/2007 13:00,57.63924716
15/02/2007 14:00,57.6322682
15/02/2007 15:00,57.61133131
15/02/2007 16:00,57.58341546
16/02/2007 10:00,57.70903678
16/02/2007 11:00,57.63924716
16/02/2007 12:00,57.66716301
16/02/2007 13:00,57.64622612
16/02/2007 14:00,57.67414197
16/02/2007 15:00,57.64622612
16/02/2007 16:00,57.65320508
20/02/2007 10:00,57.66716301
20/02/2007 11:00,57.67414197
20/02/2007 12:00,57.71601574
20/02/2007 13:00,57.71601574
20/02/2007 14:00,57.68809989
20/02/2007 15:00,57.7229947
20/02/2007 16:00,57.71601574
21/02/2007 10:00,57.6322682
21/02/2007 11:00,57.64622612
21/02/2007 12:00,57.65320508
21/02/2007 13:00,57.63924716
21/02/2007 14:00,57.6322682
21/02/2007 15:00,57.66716301
21/02/2007 16:00,57.70903678
22/02/2007 10:00,57.60435235
22/02/2007 11:00,57.56945754
22/02/2007 12:00,57.55549961
22/02/2007 13:00,57.56945754
22/02/2007 14:00,57.52758377
22/02/2007 15:00,57.56247858
22/02/2007 16:00,57.56247858
23/02/2007 10:00,57.70205782
23/02/2007 11:00,57.75788951
23/02/2007 12:00,57.79278432
23/02/2007 13:00,57.79278432
23/02/2007 14:00,57.79278432
23/02/2007 15:00,57.78580536
23/02/2007 16:00,57.79278432
26/02/2007 10:00,57.91840564
26/02/2007 11:00,57.87653187
26/02/2007 12:00,57.93934252
26/02/2007 13:00,57.9253846
26/02/2007 14:00,57.96027941
26/02/2007 15:00,57.96725837
26/02/2007 16:00,57.95330045
27/02/2007 10:00,58.1277745
27/02/2007 11:00,58.14173242
27/02/2007 12:00,58.16266931
27/02/2007 13:00,58.25339581
27/02/2007 14:00,58.29526959
27/02/2007 15:00,58.40693298
27/02/2007 16:00,58.4767226
28/02/2007 10:00,58.3301644
28/02/2007 11:00,58.26735374
28/02/2007 12:00,58.28131166
28/02/2007 13:00,58.2743327
28/02/2007 14:00,58.30922751
28/02/2007 15:00,58.31620647
28/02/2007 16:00,58.26037478
01/03/2007 10:00,58.48093786
01/03/2007 11:00,58.29888513
01/03/2007 12:00,58.31989121
01/03/2007 13:00,58.3408973
01/03/2007 14:00,58.30588716
01/03/2007 15:00,58.32689324
01/03/2007 16:00,58.33389527
02/03/2007 10:00,58.40391555
02/03/2007 11:00,58.37590744
02/03/2007 12:00,58.44592772
02/03/2007 13:00,58.45292974
02/03/2007 14:00,58.48793988
02/03/2007 15:00,58.50194394
02/03/2007 16:00,58.515948
05/03/2007 10:00,58.52995205
05/03/2007 11:00,58.515948
05/03/2007 12:00,58.50194394
05/03/2007 13:00,58.515948
05/03/2007 14:00,58.49494191
05/03/2007 15:00,58.48093786
05/03/2007 16:00,58.53695408
06/03/2007 10:00,58.43892569
06/03/2007 11:00,58.53695408
06/03/2007 12:00,58.48793988
06/03/2007 13:00,58.47393583
06/03/2007 14:00,58.45292974
06/03/2007 15:00,58.45292974
06/03/2007 16:00,58.45993177
07/03/2007 10:00,58.45292974
07/03/2007 11:00,58.48093786
07/03/2007 12:00,58.49494191
07/03/2007 13:00,58.50194394
07/03/2007 14:00,58.48793988
07/03/2007 15:00,58.56496219
07/03/2007 16:00,58.56496219
08/03/2007 10:00,58.50194394
08/03/2007 11:00,58.50194394
08/03/2007 12:00,58.50194394
08/03/2007 13:00,58.50194394
08/03/2007 14:00,58.515948
08/03/2007 15:00,58.57196422
08/03/2007 16:00,58.55796016
09/03/2007 10:00,58.25694298
09/03/2007 11:00,58.26387499
09/03/2007 12:00,58.26387499
09/03/2007 13:00,58.25687296
09/03/2007 14:00,58.21486079
09/03/2007 15:00,58.25687296
09/03/2007 16:00,58.21486079
12/03/2007 10:00,58.36890541
12/03/2007 11:00,58.39691352
12/03/2007 12:00,58.38991149
12/03/2007 13:00,58.36890541
12/03/2007 14:00,58.40391555
12/03/2007 15:00,58.38991149
12/03/2007 16:00,58.37590744
13/03/2007 10:00,58.52295002
13/03/2007 11:00,58.49494191
13/03/2007 12:00,58.52295002
13/03/2007 13:00,58.57196422
13/03/2007 14:00,58.62097842
13/03/2007 15:00,58.64898653
13/03/2007 16:00,58.64898653
14/03/2007 10:00,58.62097842
14/03/2007 11:00,58.6419845
14/03/2007 12:00,58.69800072
14/03/2007 13:00,58.74001289
14/03/2007 14:00,58.60697436
14/03/2007 15:00,58.57896625
14/03/2007 16:00,58.57196422
15/03/2007 10:00,58.48093786
15/03/2007 11:00,58.48093786
15/03/2007 12:00,58.54395611
15/03/2007 13:00,58.4669338
15/03/2007 14:00,58.515948
15/03/2007 15:00,58.52995205
15/03/2007 16:00,58.49494191
16/03/2007 10:00,58.44592772
16/03/2007 11:00,58.4669338
16/03/2007 12:00,58.50194394
16/03/2007 13:00,58.50894597
16/03/2007 14:00,58.48793988
16/03/2007 15:00,58.49494191
16/03/2007 16:00,58.48793988
19/03/2007 10:00,58.38991149
19/03/2007 11:00,58.38991149
