month,LEI,CEI,NBER,delta_1m_LEI,delta_3m_LEI,delta_6m_LEI,sign_delta_1m_LEI,sign_delta_3m_LEI,sign_delta_6m_LEI
10/1994,76.1,67.5,expansion,0.007947019867549594,0.022849462365591242,0.04246575342465746,1,1,1
11/1994,76.3,67.8,expansion,0.002628120893561141,0.015978695073235724,0.03809523809523806,1,1,1
12/1994,76.8,68.1,expansion,0.006553079947575361,0.017218543046357577,0.03643724696356279,1,1,1
01/1995,77.0,68.3,expansion,0.002604166666666704,0.011826544021025042,0.034946236559139705,1,1,1
02/1995,77.0,68.3,expansion,0.0,0.009174311926605542,0.025299600532623246,0,1,1
03/1995,77.0,68.5,expansion,0.0,0.002604166666666704,0.019867549668874173,0,1,1
04/1995,77.1,68.4,expansion,0.001298701298701225,0.001298701298701225,0.01314060446780552,1,1,1
05/1995,77.2,68.6,expansion,0.0012970168612193066,0.0025974025974026343,0.011795543905635723,1,1,1
06/1995,77.2,68.9,expansion,0.0,0.0025974025974026343,0.005208333333333408,0,1,1
07/1995,77.2,68.7,expansion,0.0,0.0012970168612193066,0.0025974025974026343,0,1,1
08/1995,77.6,69.2,expansion,0.0051813471502589565,0.0051813471502589565,0.0077922077922077185,1,1,1
09/1995,77.9,69.4,expansion,0.0038659793814434457,0.009067357512953404,0.011688311688311762,1,1,1
10/1995,77.8,69.5,expansion,-0.0012836970474969002,0.007772020725388527,0.009079118028534408,0,1,1
11/1995,77.8,69.8,expansion,0.0,0.002577319587628903,0.007772020725388527,0,1,1
12/1995,77.9,69.9,expansion,0.0012853470437019091,0.0,0.009067357512953404,1,0,1
01/1996,76.5,69.8,expansion,-0.017971758664955144,-0.016709511568123357,-0.009067357512953404,0,0,0
02/1996,77.4,70.3,expansion,0.011764705882353016,-0.005141388174807088,-0.0025773195876287198,1,0,0
03/1996,77.6,70.4,expansion,0.0025839793281652278,-0.003851091142490518,-0.003851091142490518,1,0,0
04/1996,77.9,70.7,expansion,0.0038659793814434457,0.018300653594771316,0.0012853470437019091,1,1,1
05/1996,78.6,71.1,expansion,0.008985879332477388,0.0155038759689921,0.01028277634961436,1,1,1
06/1996,79.1,71.4,expansion,0.0063613231552162855,0.019329896907216496,0.015404364569961342,1,1,1
07/1996,79.0,71.5,expansion,-0.0012642225031604846,0.014120667522464624,0.032679738562091505,0,1,1
08/1996,79.2,71.7,expansion,0.002531645569620289,0.007633587786259651,0.023255813953488334,1,1,1
09/1996,79.5,72.0,expansion,0.003787878787878752,0.0050568900126422974,0.024484536082474303,1,1,1
10/1996,79.8,72.1,expansion,0.0037735849056603414,0.010126582278480976,0.024390243902438914,1,1,1
11/1996,80.4,72.5,expansion,0.00751879699248131,0.015151515151515187,0.02290076335877877,1,1,1
12/1996,80.5,72.6,expansion,0.0012437810945272925,0.012578616352201259,0.01769911504424786,1,1,1
01/1997,81.0,73.0,expansion,0.006211180124223602,0.015037593984962442,0.02531645569620253,1,1,1
02/1997,82.1,73.5,expansion,0.013580246913580177,0.021144278606965033,0.036616161616161505,1,1,1
03/1997,82.4,73.8,expansion,0.0036540803897687135,0.02360248447204976,0.036477987421383716,1,1,1
04/1997,82.6,74.0,expansion,0.0024271844660192794,0.019753086419753017,0.03508771929824558,1,1,1
05/1997,83.2,74.2,expansion,0.00726392251815991,0.013398294762484879,0.03482587064676613,1,1,1
06/1997,83.8,74.6,expansion,0.0072115384615383925,0.016990291262135818,0.04099378881987574,1,1,1
07/1997,84.7,75.0,expansion,0.010739856801909376,0.025423728813559428,0.045679012345679046,1,1,1
08/1997,85.1,75.3,expansion,0.004722550177095531,0.02283653846153836,0.03654080389768575,1,1,1
09/1997,85.7,75.7,expansion,0.007050528789659325,0.02267303102625305,0.04004854368932035,1,1,1
10/1997,85.9,76.0,expansion,0.0023337222870478745,0.014167650531286928,0.039951573849879074,1,1,1
11/1997,86.1,76.5,expansion,0.002328288707799635,0.011750881316098707,0.03485576923076913,1,1,1
12/1997,86.4,76.7,expansion,0.0034843205574914215,0.008168028004667477,0.03102625298329366,1,1,1
01/1998,86.5,77.1,expansion,0.0011574074074073416,0.006984866123399235,0.02125147579693031,1,1,1
02/1998,87.4,77.5,expansion,0.010404624277456713,0.01509872241579572,0.027027027027027164,1,1,1
03/1998,87.6,77.8,expansion,0.002288329519450671,0.013888888888888756,0.022170361726954392,1,1,1
04/1998,87.4,78.0,expansion,-0.0022831050228309204,0.010404624277456713,0.017462165308498253,0,1,1
05/1998,87.9,78.4,expansion,0.005720823798627002,0.005720823798627002,0.02090592334494787,1,1,1
06/1998,87.5,78.4,expansion,-0.004550625711035331,-0.0011415525114154602,0.012731481481481415,0,0,1
07/1998,87.7,78.4,expansion,0.0022857142857143184,0.0034324942791761686,0.01387283236994223,1,1,1
08/1998,87.7,79.0,expansion,0.0,-0.0022753128555176656,0.0034324942791761686,0,0,1
09/1998,87.1,79.3,expansion,-0.006841505131128946,-0.004571428571428637,-0.005707762557077626,0,0,0
10/1998,86.6,79.6,expansion,-0.0057405281285878304,-0.012542759407069653,-0.009153318077803334,0,0,0
11/1998,86.9,79.8,expansion,0.0034642032332564826,-0.009122006841505098,-0.011376564277588168,1,0,0
12/1998,87.2,80.1,expansion,0.0034522439585730398,0.001148105625717664,-0.0034285714285713963,1,1,0
01/1999,87.1,80.2,expansion,-0.0011467889908257857,0.005773672055427252,-0.006841505131128946,0,1,0
02/1999,87.5,80.7,expansion,0.004592422502870329,0.0069044879171460795,-0.002280501710376315,1,1,0
03/1999,87.5,80.8,expansion,0.0,0.0034403669724770315,0.004592422502870329,0,1,1
04/1999,87.6,80.8,expansion,0.0011428571428570779,0.0057405281285878304,0.011547344110854504,1,1,1
05/1999,88.1,81.2,expansion,0.005707762557077626,0.006857142857142793,0.013808975834292159,1,1,1
06/1999,88.4,81.4,expansion,0.0034052213393871893,0.010285714285714351,0.013761467889908289,1,1,1
07/1999,88.9,81.6,expansion,0.005656108597285068,0.014840182648401957,0.02066590126291632,1,1,1
08/1999,89.0,82.0,expansion,0.001124859392575864,0.010215664018161246,0.017142857142857144,1,1,1
09/1999,89.1,81.9,expansion,0.0011235955056179137,0.007918552036198966,0.01828571428571422,1,1,1
10/1999,89.5,82.5,expansion,0.00448933782267122,0.006749156355455504,0.021689497716895042,1,1,1
11/1999,90.1,82.9,expansion,0.006703910614525076,0.012359550561797689,0.022701475595913737,1,1,1
12/1999,91.0,83.4,expansion,0.009988901220865768,0.021324354657688057,0.029411764705882287,1,1,1
01/2000,91.7,83.8,expansion,0.007692307692307724,0.024581005586592212,0.03149606299212595,1,1,1
02/2000,91.2,83.7,expansion,-0.0054525627044711015,0.012208657047724846,0.024719101123595537,0,1,1
03/2000,92.1,84.2,expansion,0.009868421052631485,0.012087912087912026,0.03367003367003367,1,1,1
04/2000,92.3,84.6,expansion,0.0021715526601520396,0.006543075245365259,0.031284916201117285,1,1,1
05/2000,91.4,84.6,expansion,-0.009750812567713884,0.002192982456140382,0.014428412874583922,0,1,1
06/2000,91.8,84.8,expansion,0.004376367614879556,-0.0032573289902279824,0.00879120879120876,1,0,1
07/2000,91.4,84.9,expansion,-0.004357298474945441,-0.009750812567713884,-0.0032715376226826296,0,0,0
08/2000,90.9,85.0,expansion,-0.005470459518599562,-0.005470459518599562,-0.003289473684210495,0,0,0
09/2000,91.2,85.3,expansion,0.0033003300330032687,-0.006535947712418239,-0.009771986970683946,1,0,0
10/2000,90.2,85.2,expansion,-0.010964912280701754,-0.01312910284463898,-0.02275189599133255,0,0,0
11/2000,89.7,85.1,expansion,-0.005543237250554323,-0.013201320132013231,-0.018599562363238543,0,0,0
12/2000,88.3,85.2,expansion,-0.015607580824972192,-0.03179824561403515,-0.03812636165577342,0,0,0
01/2001,87.6,85.2,expansion,-0.00792751981879958,-0.028824833702882576,-0.041575492341356796,0,0,0
02/2001,86.5,85.2,expansion,-0.012557077625570711,-0.03567447045707918,-0.048404840484048466,0,0,0
03/2001,85.1,85.0,contraction,-0.01618497109826596,-0.03624009060022653,-0.0668859649122808,0,0,0
04/2001,84.1,84.7,contraction,-0.011750881316098707,-0.039954337899543384,-0.06762749445676285,0,0,0
05/2001,84.3,84.6,contraction,0.0023781212841855275,-0.025433526011560726,-0.060200668896321134,1,0,0
06/2001,83.7,84.2,contraction,-0.007117437722419862,-0.01645123384253809,-0.052095130237825533,0,0,0
07/2001,83.4,84.1,contraction,-0.0035842293906809693,-0.008323424494649092,-0.04794520547945193,0,0,0
08/2001,83.2,84.2,contraction,-0.0023980815347722164,-0.01304863582443647,-0.03815028901734101,0,0,0
09/2001,81.7,83.7,contraction,-0.018028846153846152,-0.02389486260454002,-0.039952996474735505,0,0,0
10/2001,81.1,83.9,contraction,-0.0073439412484701165,-0.02757793764988023,-0.03567181926278241,0,0,0
11/2001,81.5,83.6,contraction,0.004932182490752228,-0.020432692307692343,-0.03321470937129297,1,0,0
12/2001,81.8,83.6,expansion,0.00368098159509199,0.0012239902080782657,-0.02270011947431309,1,1,0
01/2002,81.9,83.7,expansion,0.0012224938875306666,0.009864364981504456,-0.017985611510791366,1,1,0
02/2002,82.5,83.7,expansion,0.007326007326007256,0.012269938650306749,-0.008413461538461573,1,1,0
03/2002,83.0,83.8,expansion,0.006060606060606061,0.014669926650366783,0.015911872705018325,1,1,1
04/2002,83.7,84.0,expansion,0.008433734939759071,0.02197802197802194,0.032059186189889136,1,1,1
05/2002,84.3,84.1,expansion,0.007168458781361939,0.021818181818181785,0.034355828220858864,1,1,1
06/2002,84.5,84.4,expansion,0.002372479240806677,0.018072289156626505,0.03300733496332522,1,1,1
07/2002,84.1,84.3,expansion,-0.004733727810650954,0.004778972520907903,0.02686202686202672,0,1,1
08/2002,84.3,84.4,expansion,0.0023781212841855275,0.0,0.021818181818181785,1,0,1
09/2002,83.9,84.3,expansion,-0.004744958481613185,-0.007100591715976264,0.010843373493975973,0,0,1
10/2002,83.8,84.2,expansion,-0.0011918951132301374,-0.0035671819262782065,0.0011947431302269333,0,0,1
11/2002,84.2,84.5,expansion,0.004773269689737538,-0.0011862396204032541,-0.0011862396204032541,1,0,0
12/2002,84.3,84.3,expansion,0.0011876484560569395,0.004767580452920041,-0.002366863905325477,1,1,0
01/2003,84.4,84.5,expansion,0.0011862396204034226,0.007159904534606307,0.0035671819262783756,1,1,1
02/2003,84.2,84.2,expansion,-0.002369668246445531,0.0,-0.0011862396204032541,0,0,0
03/2003,84.1,84.3,expansion,-0.0011876484560571084,-0.002372479240806677,0.0023837902264599357,0,0,1
04/2003,83.9,84.2,expansion,-0.0023781212841853584,-0.005924170616113744,0.0011933174224344693,0,0,1
05/2003,84.7,84.6,expansion,0.009535160905840251,0.0059382422802850355,0.0059382422802850355,1,1,1
06/2003,85.4,84.8,expansion,0.008264462809917389,0.015457788347205844,0.013048635824436638,1,1,1
07/2003,85.7,85.0,expansion,0.0035128805620608565,0.02145411203814061,0.0154028436018957,1,1,1
08/2003,86.3,85.0,expansion,0.007001166861143457,0.01889020070838246,0.02494061757719708,1,1,1
09/2003,87.3,85.3,expansion,0.011587485515643106,0.02224824355971887,0.038049940546967934,1,1,1
10/2003,88.2,85.5,expansion,0.01030927835051553,0.029171528588098017,0.0512514898688915,1,1,1
11/2003,89.2,85.9,expansion,0.011337868480725623,0.03360370799536507,0.053128689492325853,1,1,1
12/2003,90.1,85.8,expansion,0.010089686098654613,0.03207331042382586,0.05503512880562047,1,1,1
01/2004,91.0,85.7,expansion,0.009988901220865768,0.03174603174603171,0.06184364060676776,1,1,1
02/2004,91.9,86.0,expansion,0.009890109890109952,0.030269058295964157,0.0648899188876015,1,1,1
03/2004,93.2,86.4,expansion,0.01414581066376493,0.034406215316315304,0.06758304696449033,1,1,1
04/2004,93.4,86.5,expansion,0.0021459227467811462,0.026373626373626436,0.05895691609977327,1,1,1
05/2004,94.3,86.9,expansion,0.00963597430406843,0.026115342763873683,0.05717488789237662,1,1,1
06/2004,94.9,86.8,expansion,0.006362672322375488,0.018240343347639514,0.05327413984461722,1,1,1
07/2004,95.5,87.1,expansion,0.006322444678609002,0.02248394004282649,0.04945054945054945,1,1,1
08/2004,96.0,87.3,expansion,0.005235602094240838,0.018027571580063656,0.04461371055495097,1,1,1
09/2004,96.8,87.5,expansion,0.008333333333333304,0.02002107481559527,0.03862660944206003,1,1,1
10/2004,97.1,87.8,expansion,0.003099173553718979,0.01675392670157062,0.039614561027837135,1,1,1
11/2004,97.9,87.8,expansion,0.008238928939238017,0.019791666666666725,0.03817603393425248,1,1,1
12/2004,99.0,89.2,expansion,0.011235955056179716,0.022727272727272756,0.043203371970495195,1,1,1
01/2005,99.6,88.4,expansion,0.006060606060606003,0.025746652935118436,0.04293193717277481,1,1,1
02/2005,100.1,88.6,expansion,0.0050200803212851405,0.022471910112359432,0.04270833333333327,1,1,1
03/2005,99.9,88.6,expansion,-0.0019980019980018844,0.009090909090909148,0.03202479338842984,0,1,1
04/2005,100.4,89.1,expansion,0.005005005005005005,0.008032128514056339,0.033985581874356456,1,1,1
05/2005,100.3,89.2,expansion,-0.0009960159362550648,0.0019980019980020266,0.024514811031664877,0,1,1
06/2005,101.1,89.6,expansion,0.007976071784646033,0.012012012012011897,0.021212121212121154,1,1,1
07/2005,101.2,89.7,expansion,0.0009891196834817856,0.007968127490039813,0.016064257028112535,1,1,1
08/2005,101.9,89.8,expansion,0.006916996047430858,0.01595214356929221,0.017982017982018098,1,1,1
09/2005,101.6,89.3,expansion,-0.0029440628066733205,0.004945598417408507,0.0170170170170169,0,1,1
10/2005,101.8,89.8,expansion,0.001968503937007902,0.0059288537549406556,0.013944223107569636,1,1,1
11/2005,102.3,90.4,expansion,0.004911591355599214,0.003925417075564195,0.019940179461615155,1,1,1
12/2005,102.4,90.8,expansion,0.000977517106549448,0.007874015748031609,0.01285855588526223,1,1,1
01/2006,103.1,91.2,expansion,0.006835937499999889,0.01277013752455793,0.01877470355731217,1,1,1
02/2006,103.2,91.6,expansion,0.00096993210475275,0.008797653958944338,0.012757605495583878,1,1,1
03/2006,103.5,91.8,expansion,0.0029069767441860187,0.010742187499999944,0.01870078740157486,1,1,1
04/2006,103.0,91.8,expansion,-0.004830917874396135,-0.0009699321047526122,0.011787819253438142,0,0,1
05/2006,102.6,91.9,expansion,-0.0038834951456311233,-0.005813953488372175,0.002932551319648066,0,0,1
06/2006,102.3,91.9,expansion,-0.002923976608187107,-0.011594202898550753,-0.0009765625000000833,0,0,0
07/2006,102.0,91.9,expansion,-0.002932551319648066,-0.009708737864077669,-0.010669253152279286,0,0,0
08/2006,101.7,92.0,expansion,-0.0029411764705882075,-0.008771929824561321,-0.014534883720930232,0,0,0
09/2006,101.6,92.2,expansion,-0.0009832841691249608,-0.00684261974584558,-0.01835748792270537,0,0,0
10/2006,101.5,92.4,expansion,-0.000984251968503881,-0.004901960784313725,-0.014563106796116505,0,0,0
11/2006,101.3,92.6,expansion,-0.0019704433497537226,-0.003933136676499564,-0.012670565302144223,0,0,0
12/2006,101.6,93.2,expansion,0.0029615004935833874,0.0,-0.00684261974584558,1,0,0
01/2007,101.3,93.1,expansion,-0.0029527559055117832,-0.0019704433497537226,-0.006862745098039243,0,0,0
02/2007,101.2,93.5,expansion,-0.0009871668311944159,-0.0009871668311944159,-0.004916420845624385,0,0,0
03/2007,101.6,93.7,expansion,0.00395256916996039,0.0,0.0,1,0,0
04/2007,101.2,93.9,expansion,-0.003937007874015665,-0.0009871668311944159,-0.002955665024630514,0,0,0
05/2007,101.2,94.1,expansion,0.0,0.0,-0.0009871668311944159,0,0,0
06/2007,100.9,94.1,expansion,-0.0029644268774703278,-0.006889763779527448,-0.006889763779527448,0,0,0
07/2007,100.7,94.0,expansion,-0.0019821605550049835,-0.004940711462450593,-0.005923000987166775,0,0,0
08/2007,100.2,94.2,expansion,-0.004965243296921549,-0.009881422924901186,-0.009881422924901186,0,0,0
09/2007,99.6,94.3,expansion,-0.005988023952095893,-0.012884043607532323,-0.01968503937007874,0,0,0
10/2007,99.0,94.3,expansion,-0.006024096385542112,-0.016881827209533296,-0.021739130434782636,0,0,0
11/2007,98.1,94.4,expansion,-0.009090909090909148,-0.020958083832335415,-0.03063241106719376,0,0,0
12/2007,97.2,94.3,expansion,-0.009174311926605418,-0.02409638554216859,-0.0366699702675917,0,0,0
01/2008,96.0,94.4,contraction,-0.012345679012345708,-0.030303030303030304,-0.04667328699106259,0,0,0
02/2008,94.8,94.1,contraction,-0.01250000000000003,-0.03363914373088683,-0.05389221556886233,0,0,0
03/2008,93.4,93.8,contraction,-0.014767932489451387,-0.039094650205761285,-0.062248995983935636,0,0,0
04/2008,92.8,93.6,contraction,-0.006423982869379106,-0.03333333333333336,-0.06262626262626265,0,0,0
05/2008,91.9,93.3,contraction,-0.009698275862068874,-0.03059071729957797,-0.06320081549439337,0,0,0
06/2008,91.5,93.0,contraction,-0.004352557127312358,-0.020342612419700274,-0.058641975308642,0,0,0
07/2008,89.4,92.5,contraction,-0.022950819672131084,-0.036637931034482665,-0.06874999999999994,0,0,0
08/2008,88.3,92.2,contraction,-0.01230425055928421,-0.03917301414581075,-0.06856540084388185,0,0,0
09/2008,86.6,90.9,contraction,-0.01925254813137036,-0.053551912568306076,-0.07280513918629562,0,0,0
10/2008,83.7,91.0,contraction,-0.03348729792147796,-0.063758389261745,-0.09806034482758615,0,0,0
11/2008,81.5,90.3,contraction,-0.026284348864994058,-0.07701019252548129,-0.11316648531011975,0,0,0
12/2008,79.2,89.2,contraction,-0.028220858895705487,-0.08545034642032323,-0.1344262295081967,0,0,0
01/2009,77.7,87.8,contraction,-0.01893939393939394,-0.07168458781362007,-0.13087248322147654,0,0,0
02/2009,76.7,87.2,contraction,-0.01287001287001287,-0.05889570552147236,-0.131370328425821,0,0,0
03/2009,75.4,86.3,contraction,-0.016949152542372843,-0.04797979797979794,-0.1293302540415703,0,0,0
04/2009,75.5,85.8,contraction,0.0013262599469495266,-0.02831402831402835,-0.09796893667861413,1,0,0
05/2009,75.9,85.6,contraction,0.005298013245033188,-0.010430247718383275,-0.06871165644171773,1,0,0
06/2009,76.4,85.2,contraction,0.006587615283267457,0.01326259946949602,-0.03535353535353532,1,1,0
07/2009,76.8,85.4,expansion,0.005235602094240726,0.017218543046357577,-0.011583011583011655,1,1,0
08/2009,77.5,85.5,expansion,0.00911458333333337,0.021080368906455788,0.010430247718383275,1,1,1
09/2009,78.2,85.6,expansion,0.009032258064516166,0.023560209424083732,0.03713527851458882,1,1,1
10/2009,78.5,85.6,expansion,0.003836317135549836,0.022135416666666706,0.039735099337748346,1,1,1
11/2009,79.3,85.9,expansion,0.010191082802547734,0.023225806451612867,0.044795783926218594,1,1,1
12/2009,80.1,86.0,expansion,0.010088272383354316,0.024296675191815748,0.0484293193717276,1,1,1
01/2010,80.6,86.1,expansion,0.006242197253433209,0.026751592356687826,0.04947916666666663,1,1,1
02/2010,80.6,86.2,expansion,0.0,0.016393442622950786,0.039999999999999925,0,1,1
03/2010,82.0,86.7,expansion,0.017369727047146472,0.023720349563046264,0.048593350383631675,1,1,1
04/2010,82.3,87.2,expansion,0.003658536585365819,0.021091811414392096,0.04840764331210187,1,1,1
05/2010,82.6,87.8,expansion,0.003645200486026697,0.02481389578163772,0.04161412358133666,1,1,1
06/2010,82.7,88.0,expansion,0.0012106537530267377,0.008536585365853694,0.03245942571785279,1,1,1
07/2010,82.7,88.2,expansion,0.0,0.004860267314702378,0.02605459057071971,0,1,1
08/2010,83.0,88.4,expansion,0.0036275695284159267,0.004842615012106606,0.029776674937965333,1,1,1
09/2010,83.4,88.4,expansion,0.004819277108433803,0.008464328899637276,0.017073170731707388,1,1,1
10/2010,83.3,88.6,expansion,-0.0011990407673861932,0.007255139056831853,0.012150668286755772,0,1,1
11/2010,84.1,88.7,expansion,0.009603841536614612,0.013253012048192703,0.018159806295399518,1,1,1
12/2010,85.0,89.1,expansion,0.010701545778834788,0.019184652278177387,0.027811366384522335,1,1,1
01/2011,85.2,89.7,expansion,0.002352941176470622,0.022809123649459855,0.03022974607013301,1,1,1
02/2011,85.8,89.6,expansion,0.007042253521126694,0.02021403091557673,0.03373493975903611,1,1,1
03/2011,86.7,89.9,expansion,0.010489510489510556,0.020000000000000035,0.03956834532374097,1,1,1
04/2011,86.7,89.8,expansion,0.0,0.017605633802816902,0.04081632653061232,0,1,1
05/2011,87.4,89.7,expansion,0.00807381776239911,0.01864801864801875,0.039239001189060776,1,1,1
06/2011,87.4,90.1,expansion,0.0,0.00807381776239911,0.028235294117647126,0,1,1
07/2011,87.8,90.5,expansion,0.004576659038901504,0.01268742791234134,0.030516431924882563,1,1,1
08/2011,87.2,90.7,expansion,-0.006833712984054605,-0.0022883295194508334,0.016317016317016386,0,0,1
09/2011,86.7,90.6,expansion,-0.00573394495412844,-0.008009153318077835,0.0,0,0,0
10/2011,87.2,91.0,expansion,0.0057670126874279125,-0.006833712984054605,0.0057670126874279125,1,0,1
11/2011,87.2,90.9,expansion,0.0,0.0,-0.0022883295194508334,0,0,0
12/2011,87.7,91.5,expansion,0.00573394495412844,0.011534025374855825,0.0034324942791761686,1,1,1
01/2012,88.0,92.0,expansion,0.0034207525655643918,0.009174311926605472,0.0022779043280182557,1,1,1
02/2012,88.6,92.4,expansion,0.006818181818181754,0.016055045871559533,0.016055045871559533,1,1,1
03/2012,89.1,92.5,expansion,0.0056433408577878106,0.015963511972633883,0.02768166089965388,1,1,1
04/2012,88.9,92.8,expansion,-0.0022446689113354507,0.010227272727272791,0.01949541284403673,0,1,1
05/2012,89.1,92.9,expansion,0.002249718785151728,0.0056433408577878106,0.021788990825687974,1,1,1
06/2012,88.7,92.9,expansion,-0.004489337822671061,-0.004489337822671061,0.011402508551881414,0,0,1
07/2012,88.8,92.8,expansion,0.0011273957158962156,-0.0011248593925760237,0.00909090909090906,1,0,1
08/2012,88.5,92.7,expansion,-0.0033783783783783465,-0.00673400673400667,-0.001128668171557498,0,0,0
09/2012,88.9,93.0,expansion,0.004519774011299499,0.002254791431792591,-0.0022446689113354507,1,1,0
10/2012,89.0,93.3,expansion,0.001124859392575864,0.0022522522522522843,0.001124859392575864,1,1,1
11/2012,89.0,94.1,expansion,0.0,0.005649717514124294,-0.0011223344556677253,0,1,0
12/2012,89.1,95.1,expansion,0.0011235955056179137,0.002249718785151728,0.004509582863585022,1,1,1
01/2013,89.7,93.4,expansion,0.00673400673400683,0.007865168539325874,0.0101351351351352,1,1,1
02/2013,90.0,93.5,expansion,0.003344481605351139,0.011235955056179775,0.01694915254237288,1,1,1
03/2013,89.8,93.7,expansion,-0.002222222222222254,0.007856341189674555,0.010123734533183255,0,1,1
04/2013,90.3,93.8,expansion,0.005567928730512249,0.006688963210702278,0.014606741573033676,1,1,1
05/2013,90.6,94.2,expansion,0.003322259136212593,0.006666666666666604,0.017977528089887576,1,1,1
06/2013,90.6,94.2,expansion,0.0,0.008908685968819567,0.016835016835016835,0,1,1
07/2013,90.9,94.1,expansion,0.003311258278145821,0.006644518272425344,0.013377926421404713,1,1,1
08/2013,91.4,94.4,expansion,0.0055005500550055,0.008830022075055314,0.01555555555555562,1,1,1
09/2013,92.1,94.7,expansion,0.007658643326039262,0.016556291390728478,0.025612472160356316,1,1,1
10/2013,92.3,94.8,expansion,0.0021715526601520396,0.015401540154015307,0.0221483942414175,1,1,1
11/2013,93.0,95.2,expansion,0.007583965330444234,0.017505470459518536,0.02649006622516563,1,1,1
12/2013,93.2,95.3,expansion,0.0021505376344086325,0.011943539630836142,0.028697571743929454,1,1,1
01/2014,93.3,95.3,expansion,0.001072961373390497,0.010834236186348862,0.026402640264026306,1,1,1
02/2014,94.0,95.8,expansion,0.007502679528403031,0.010752688172043012,0.02844638949671766,1,1,1
03/2014,94.9,96.3,expansion,0.009574468085106444,0.018240343347639514,0.030401737242128246,1,1,1
04/2014,95.0,96.5,expansion,0.001053740779768117,0.01822079314040732,0.02925243770314196,1,1,1
05/2014,95.4,96.7,expansion,0.0042105263157895334,0.014893617021276655,0.025806451612903288,1,1,1
06/2014,96.2,97.0,expansion,0.008385744234800808,0.013698630136986271,0.032188841201716736,1,1,1
07/2014,96.7,97.3,expansion,0.005197505197505197,0.017894736842105293,0.03644158628081464,1,1,1
08/2014,96.8,97.5,expansion,0.001034126163391875,0.014675052410901378,0.02978723404255316,1,1,1
09/2014,97.5,97.7,expansion,0.007231404958677716,0.013513513513513483,0.027397260273972542,1,1,1
10/2014,97.6,98.0,expansion,0.0010256410256409673,0.009307135470527316,0.027368421052631518,1,1,1
11/2014,97.9,98.4,expansion,0.0030737704918033953,0.011363636363636452,0.02620545073375262,1,1,1
12/2014,98.6,98.7,expansion,0.007150153217568831,0.011282051282051224,0.02494802494802486,1,1,1
01/2015,98.5,98.9,expansion,-0.0010141987829614028,0.009221311475409895,0.018614270941054778,0,1,1
02/2015,98.8,98.9,expansion,0.0030456852791877886,0.009193054136874273,0.02066115702479339,1,1,1
03/2015,99.0,98.8,expansion,0.002024291497975737,0.0040567951318459,0.015384615384615385,1,1,1
04/2015,99.4,99.0,expansion,0.004040404040404098,0.00913705583756351,0.01844262295081979,1,1,1
05/2015,99.7,98.9,expansion,0.00301810865191144,0.009109311740890746,0.018386108273748692,1,1,1
06/2015,100.3,98.9,expansion,0.006018054162487406,0.013131313131313103,0.01724137931034486,1,1,1
07/2015,99.8,99.2,expansion,-0.004985044865403789,0.004024144869215205,0.013197969543147179,0,1,1
08/2015,99.8,99.3,expansion,0.0,0.0010030090270811867,0.010121457489878543,0,1,1
09/2015,99.7,99.5,expansion,-0.0010020040080159752,-0.0059820538384844895,0.0070707070707071,0,0,1
10/2015,99.9,99.5,expansion,0.002006018054162516,0.0010020040080161176,0.005030181086519115,1,1,1
11/2015,100.3,99.4,expansion,0.004004004004003918,0.00501002004008016,0.006018054162487406,1,1,1
12/2015,100.2,99.4,expansion,-0.000997008973080701,0.0050150451354062184,-0.000997008973080701,0,1,0
01/2016,99.6,99.6,expansion,-0.005988023952095893,-0.0030030030030031166,-0.0020040080160320926,0,0,0
02/2016,99.5,99.7,expansion,-0.001004016064256971,-0.007976071784646033,-0.003006012024048068,0,0,0
03/2016,99.5,99.6,expansion,0.0,-0.006986027944111805,-0.002006018054162516,0,0,0
04/2016,99.8,99.6,expansion,0.0030150753768843934,0.0020080321285140847,-0.0010010010010010862,1,1,0
05/2016,99.7,99.5,expansion,-0.0010020040080159752,0.00201005025125631,-0.0059820538384844895,0,1,0
06/2016,99.9,99.8,expansion,0.002006018054162516,0.00402010050251262,-0.0029940119760478758,1,1,0
07/2016,100.1,100.0,expansion,0.002002002002001888,0.003006012024048068,0.0050200803212851405,1,1,1
08/2016,100.2,100.2,expansion,0.0009990009990010842,0.0050150451354062184,0.007035175879397014,1,1,1
09/2016,100.3,100.3,expansion,0.0009980039920159114,0.004004004004003918,0.008040201005025097,1,1,1
10/2016,100.2,100.4,expansion,-0.000997008973080701,0.0009990009990010842,0.004008016032064185,0,1,1
11/2016,100.3,100.4,expansion,0.0009980039920159114,0.0009980039920159114,0.006018054162487406,1,1,1
12/2016,100.8,100.9,expansion,0.004985044865403789,0.004985044865403789,0.009009009009008924,1,1,1
01/2017,101.5,101.0,expansion,0.006944444444444473,0.012974051896207556,0.013986013986014043,1,1,1
02/2017,101.9,101.0,expansion,0.003940886699507445,0.01595214356929221,0.016966067864271486,1,1,1
03/2017,102.4,101.3,expansion,0.004906771344455348,0.01587301587301596,0.020937188434695997,1,1,1
04/2017,102.7,101.5,expansion,0.0029296874999999722,0.011822660098522196,0.0249500998003992,1,1,1
05/2017,103.1,101.9,expansion,0.0038948393378772294,0.011776251226692723,0.027916251246261188,1,1,1
06/2017,103.7,102.0,expansion,0.0058195926285160866,0.012695312499999972,0.028769841269841327,1,1,1
